"reviewID","title_CH","title_EN","rating","reviews","reviews_word_seg_pos","reviews_sentiword_seg","genre"
"Review_11","復仇者聯盟：終局之戰","Avengers: Endgame","1","圈圈叉叉點點點。","圈圈_n 叉叉_v 點_zg 點點_n 。_stop","圈圈 叉叉 點 點點","動作_冒險"
"Review_12","復仇者聯盟：終局之戰","Avengers: Endgame","1","英雄片的劇情，千篇一律，沒什麼看頭","英雄片_x 的_uj 劇情_n ，_stop 千篇一律_l ，_stop 沒什麼_l 看頭_v","英雄片 的 劇情 千篇一律 沒什麼 看頭","動作_冒險"
"Review_13","復仇者聯盟：終局之戰","Avengers: Endgame","1","感覺漫威抄襲了DC，卻來嘲笑DC??? 沒看誰家的漫畫~ 但所有的概念卻是自於DC電視劇閃電俠 彩蛋是噹噹噹噹噹噹~我都歪了 剪貼片嗎??","感覺_v 漫威_n 抄襲_v 了_ul DC_n ，_stop 卻_d 來_zg 嘲笑_v DC_n ?_stop ?_stop ?_stop  _x 沒看_v 誰家_r 的_uj 漫畫_n ~_stop  _x 但_c 所有_b 的_uj 概念_n 卻_d 是_v 自_p 於_nr DC_n 電視劇_n 閃電俠_n  _x 彩蛋_n 是_v 噹噹_z 噹噹_z 噹噹_z ~_stop 我_r 都_x 歪_v 了_ul  _x 剪貼_n 片_q 嗎_y ?_stop ?_stop","感覺 漫威 抄襲 了 DC 卻 來 嘲笑 DC 沒看 誰家 的 漫畫 但 所有 的 概念 卻 是 自 於 DC 電視劇 閃電俠 彩蛋 是 噹噹 噹噹 噹噹 我 都 歪 了 剪貼 片 嗎","動作_冒險"
"Review_14","復仇者聯盟：終局之戰","Avengers: Endgame","1","浪費時間浪費錢浪費生命！！！！！！！","浪費_v 時間_n 浪費_v 錢_n 浪費_v 生命_x ！_stop ！_stop ！_stop ！_stop ！_stop ！_stop ！_stop","浪費 時間 浪費 錢 浪費 生命","動作_冒險"
"Review_15","復仇者聯盟：終局之戰","Avengers: Endgame","1","看了就知道好不好看！希望可以順利看完整片","看_v 了_ul 就_d 知道_v 好_a 不_d 好看_z ！_stop 希望_v 可以_c 順利_ad 看完_v 整片_n","看 了 就 知道 好 不 好看 希望 可以 順利 看完 整片","動作_冒險"
"Review_16","復仇者聯盟：終局之戰","Avengers: Endgame","1","比第3部差很多。這種呈現方式，還不如直接用文字交代結局算了。奇摩分數高的太假，平衡一下吧","比_p 第3部_n 差_a 很多_m 。_stop 這種_n 呈現_v 方式_n ，_stop 還_d 不如_c 直接_ad 用_p 文字_n 交代_x 結局_n 算了_v 。_stop 奇摩_nz 分數_n 高_a 的_uj 太假_n ，_stop 平衡_a 一下_t 吧_y","比 第3部 差 很多 這種 呈現 方式 還 不如 直接 用 文字 交代 結局 算了 奇摩 分數 高 的 太假 平衡 一下","動作_冒險"
"Review_17","復仇者聯盟：終局之戰","Avengers: Endgame","1","爛爆，超無聊，作為系列電影，可說是最爛的一片。 即使作為單品電影看，也嚴重不及格，無趣，冗長，不好笑，不好哭，不激動","爛_z 爆_v ，_stop 超_v 無聊_a ，_stop 作為_x 系列_n 電影_n ，_stop 可說是_c 最_d 爛_z 的_uj 一片_x 。_stop  _x 即使_c 作為_x 單品_x 電影_n 看_v ，_stop 也_d 嚴重_a 不及格_i ，_stop 無趣_n ，_stop 冗長_n ，_stop 不_d 好笑_z ，_stop 不好_d 哭_v ，_stop 不_d 激動_a","爛 爆 超 無聊 作為 系列 電影 可說是 最 爛 的 一片 即使 作為 單品 電影 看 也 嚴重 不及格 無趣 冗長 不 好笑 不好 哭 不 激動","動作_冒險"
"Review_18","復仇者聯盟：終局之戰","Avengers: Endgame","1","大雜燴,毫無內容,看到都快睡了","大雜燴_n ,_stop 毫無_v 內容_n ,_stop 看到_v 都_x 快_z 睡_v 了_ul","大雜燴 毫無 內容 看到 都 快 睡 了","動作_冒險"
"Review_19","復仇者聯盟：終局之戰","Avengers: Endgame","1","劇情太拖了，廢話太多，一直看手錶怎還沒演完，蠻無聊的","劇情_n 太_d 拖_v 了_ul ，_stop 廢話_n 太多_x ，_stop 一直_d 看_v 手錶_n 怎_r 還沒_v 演完_x ，_stop 蠻_x 無聊_a 的_uj","劇情 太 拖 了 廢話 太多 一直 看 手錶 怎 還沒 演完 蠻 無聊 的","動作_冒險"
"Review_20","復仇者聯盟：終局之戰","Avengers: Endgame","1","Before you go, please notice:  No expectation, no harm.","Before_eng  _x you_eng  _x go_eng ,_stop  _x please_eng  _x notice_eng :_x  _x  _x No_eng  _x e_x x_x pectation_eng ,_stop  _x no_eng  _x harm_eng ._x","Before you go please notice No e pectation no harm","動作_冒險"
"Review_21","復仇者聯盟：終局之戰","Avengers: Endgame","2","前面真的很悶很難看，被騙去看~免費看第二次是浪費時間，根本達不到好片的基本標準，名氣大內容空洞，只有最後半小時好看，托時間可以到兩個多小時，我現在期待名偵探皮卡丘上映~這片是一場惡夢已經忘了演什麼，還沒看的恭喜你~真的很爛很爛，兩顆星給最後半小時","前面_n 真的_d 很悶_x 很_zg 難看_z ，_stop 被騙_v 去_v 看_v ~_stop 免費_vn 看_v 第二次_m 是_v 浪費_v 時間_n ，_stop 根本_d 達_zg 不到_v 好片_n 的_uj 基本_n 標準_n ，_stop 名氣_n 大_a 內容空洞_n ，_stop 只有_c 最後_f 半_m 小時_n 好看_z ，_stop 托_v 時間_n 可以_c 到_v 兩個_m 多_m 小時_n ，_stop 我_r 現在_d 期待_z 名_q 偵探_v 皮卡丘_nr 上映_v ~_stop 這片_x 是_v 一場_x 惡夢_n 已經_d 忘_v 了_ul 演_v 什麼_x ，_stop 還沒_v 看_v 的_uj 恭喜_a 你_r ~_stop 真的_d 很_zg 爛_z 很_zg 爛_z ，_stop 兩顆_m 星給_x 最後_f 半_m 小時_n","前面 真的 很悶 很 難看 被騙 去 看 免費 看 第二次 是 浪費 時間 根本 達 不到 好片 的 基本 標準 名氣 大 內容空洞 只有 最後 半 小時 好看 托 時間 可以 到 兩個 多 小時 我 現在 期待 名 偵探 皮卡丘 上映 這片 是 一場 惡夢 已經 忘 了 演 什麼 還沒 看 的 恭喜 你 真的 很 爛 很 爛 兩顆 星給 最後 半 小時","動作_冒險"
"Review_22","復仇者聯盟：終局之戰","Avengers: Endgame","1",".....................","._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x ._x","character(0)","動作_冒險"
"Review_23","復仇者聯盟：終局之戰","Avengers: Endgame","1","言論自由無價 堅決捍衛評論電影選擇權","言論_n 自由_n 無價_v  _x 堅決_ad 捍衛_v 評論_n 電影_n 選擇權_n","言論 自由 無價 堅決 捍衛 評論 電影 選擇權","動作_冒險"
"Review_24","復仇者聯盟：終局之戰","Avengers: Endgame","1","浪費時間跟錢，聯盟系列前幾集都拍得比最後一集好看，沒想到最後一集竟然拍成這樣，劇情差就算了，演員也是亂演一通，雜七雜八的","浪費_v 時間_n 跟_p 錢_n ，_stop 聯盟_x 系列_n 前幾集_n 都_x 拍_v 得_ud 比_p 最後一集_n 好看_z ，_stop 沒想到_l 最後一集_n 竟然_d 拍_v 成_n 這樣_v ，_stop 劇情_n 差_a 就算_c 了_ul ，_stop 演員_n 也是_d 亂演_x 一通_m ，_stop 雜七雜八_i 的_uj","浪費 時間 跟 錢 聯盟 系列 前幾集 都 拍 得 比 最後一集 好看 沒想到 最後一集 竟然 拍 成 這樣 劇情 差 就算 了 演員 也是 亂演 一通 雜七雜八 的","動作_冒險"
"Review_25","復仇者聯盟：終局之戰","Avengers: Endgame","1","看🔪快睡著！看🔪快睡著！3/1好看而以","看_v 🔪_x 快_z 睡著_x ！_stop 看_v 🔪_x 快_z 睡著_x ！_stop 3_x /_x 1_x 好看_z 而_c 以_p","看 🔪 快 睡著 看 🔪 快 睡著 3 1 好看 而 以","動作_冒險"
"Review_26","復仇者聯盟：終局之戰","Avengers: Endgame","1","有負面評價我都給讚!! 理智看電影 不無腦說好看","有_v 負面_n 評價_n 我_r 都_x 給_p 讚_z !_stop !_stop  _x 理智_n 看_v 電影_n  _x 不_d 無腦_n 說好_v 看_v","有 負面 評價 我 都 給 讚 理智 看 電影 不 無腦 說好 看","動作_冒險"
"Review_27","復仇者聯盟：終局之戰","Avengers: Endgame","1","平衡一下分數 實際分數覺得應該是4星左右 真的賣情懷把前面的坑填一填 把英雄都秀出場一波  別說什麼說不好看的都沒看過前面都是跟風仔 每部都去電影院看 還有些2刷3刷 前面藍光光碟全買的人 我還是覺得真的很普通  但大家審美觀不太相同 所以評論應該也很兩極","平衡_a 一下_t 分數_n  _x 實際_n 分數_n 覺得_v 應該_d 是_v 4_x 星_n 左右_m  _x 真的_d 賣_x 情懷_n 把_p 前面_n 的_uj 坑_n 填_v 一_m 填_v  _x 把_p 英雄_n 都_x 秀_ag 出場_x 一波_x  _x  _x 別說_x 什麼_x 說_zg 不_d 好看_z 的_uj 都_x 沒看過_x 前面_n 都_x 是_v 跟風_v 仔_zg  _x 每部_r 都_x 去_v 電影院_n 看_v  _x 還有_c 些_q 2_x 刷_zg 3_x 刷_zg  _x 前面_n 藍光_nr 光碟_n 全_a 買_x 的_uj 人_n  _x 我_r 還是_d 覺得_v 真的_d 很_zg 普通_nz  _x  _x 但_c 大家_n 審美觀_n 不太_x 相同_d  _x 所以_x 評論_n 應該_d 也_d 很_zg 兩極_n","平衡 一下 分數 實際 分數 覺得 應該 是 4 星 左右 真的 賣 情懷 把 前面 的 坑 填 一 填 把 英雄 都 秀 出場 一波 別說 什麼 說 不 好看 的 都 沒看過 前面 都 是 跟風 仔 每部 都 去 電影院 看 還有 些 2 刷 3 刷 前面 藍光 光碟 全 買 的 人 我 還是 覺得 真的 很 普通 但 大家 審美觀 不太 相同 所以 評論 應該 也 很 兩極","動作_冒險"
"Review_28","復仇者聯盟：終局之戰","Avengers: Endgame","2","老實說沒想像中好看，第三集才是經典.","老_x 實說_v 沒_v 想像中_n 好看_z ，_stop 第三集_n 才_d 是_v 經典_z ._x","老 實說 沒 想像中 好看 第三集 才 是 經典","動作_冒險"
"Review_29","復仇者聯盟：終局之戰","Avengers: Endgame","1","會來看 就是衝著驚奇隊長來的 因為上一部的鋪陳 所以只要她一出現都是彩蛋 原以為她是這部戲的主角也應該要是 沒想到什麼玩意兒 好不容易設計出一個角色 不就應該要是主角 然後來跟薩諾斯好好打一場的嗎 結果咧 一出來很帥 嗨翻全場 結果打兩下就飛出去 失望失望失望失望失望 真的不知道編劇在想什麼他媽的 還用回到未來那個梗 原本埋的伏筆全部都白費了嘛在想什麼 那之前埋了伏筆衝殺小耍人的嗎 想到就有氣 真的是一顆星都不想給可惜不行 要嘛就不要來什麼驚奇隊長 由他們 自己扳回一成 以這個劇情來說 可以得到滿分 可惜啊","會_x 來看_u  _x 就是_x 衝著_x 驚奇隊長_nz 來_zg 的_uj  _x 因為_x 上一部_n 的_uj 鋪陳_v  _x 所以_x 只要_c 她_x 一_m 出現_v 都_x 是_v 彩蛋_n  _x 原_n 以為_v 她_x 是_v 這部_r 戲_n 的_uj 主角_n 也_d 應該_d 要是_c  _x 沒想到_l 什麼_x 玩意兒_n  _x 好不容易_l 設計_vn 出_v 一個_m 角色_n  _x 不_d 就_d 應該_d 要是_c 主角_n  _x 然_c 後來_t 跟薩_x 諾斯_x 好好_d 打_v 一場_x 的_uj 嗎_y  _x 結果_x 咧_y  _x 一_m 出來_x 很帥_x  _x 嗨_e 翻_v 全場_x  _x 結果_x 打_v 兩_x 下_n 就_d 飛出_x 去_v  _x 失望_z 失望_z 失望_z 失望_z 失望_z  _x 真的_d 不知道_v 編劇_n 在_p 想_v 什麼_x 他媽的_x  _x 還用_v 回到_v 未來_x 那個_r 梗_v  _x 原本_n 埋_x 的_uj 伏筆_n 全部_n 都_x 白費_n 了_ul 嘛_y 在_p 想_v 什麼_x  _x 那_r 之前_f 埋_x 了_ul 伏筆_n 衝殺_vn 小_z 耍_v 人_n 的_uj 嗎_y  _x 想到_x 就_d 有氣_x  _x 真的是_d 一顆_m 星_n 都_x 不想_v 給_p 可惜_z 不_d 行_x  _x 要_v 嘛_y 就_d 不要_d 來_zg 什麼_x 驚奇隊長_nz  _x 由_p 他們_x  _x 自己_n 扳回_v 一成_m  _x 以_p 這個_n 劇情_n 來說_v  _x 可以_c 得到_v 滿分_x  _x 可惜_z 啊_y","會 來看 就是 衝著 驚奇隊長 來 的 因為 上一部 的 鋪陳 所以 只要 她 一 出現 都 是 彩蛋 原 以為 她 是 這部 戲 的 主角 也 應該 要是 沒想到 什麼 玩意兒 好不容易 設計 出 一個 角色 不 就 應該 要是 主角 然 後來 跟薩 諾斯 好好 打 一場 的 嗎 結果 一 出來 很帥 嗨 翻 全場 結果 打 兩 下 就 飛出 去 失望 失望 失望 失望 失望 真的 不知道 編劇 在 想 什麼 他媽的 還用 回到 未來 那個 梗 原本 埋 的 伏筆 全部 都 白費 了 嘛 在 想 什麼 那 之前 埋 了 伏筆 衝殺 小 耍 人 的 嗎 想到 就 有氣 真的是 一顆 星 都 不想 給 可惜 不 行 要 嘛 就 不要 來 什麼 驚奇隊長 由 他們 自己 扳回 一成 以 這個 劇情 來說 可以 得到 滿分 可惜","動作_冒險"
"Review_30","復仇者聯盟：終局之戰","Avengers: Endgame","1","整場坐不住，可能我不是漫威迷，看不懂不好看⋯⋯","整場_n 坐不住_v ，_stop 可能_d 我_r 不是_v 漫威_n 迷_v ，_stop 看不懂_v 不_d 好看_z ⋯_stop ⋯_stop","整場 坐不住 可能 我 不是 漫威 迷 看不懂 不 好看","動作_冒險"
"Review_31","復仇者聯盟：終局之戰","Avengers: Endgame","1","前後劇情都很悶，看漫威就是為了看爽片，一直在眼框泛淚是怎樣？","前後_x 劇情_n 都_x 很悶_x ，_stop 看_v 漫威_n 就是_x 為了_v 看_v 爽片_n ，_stop 一直_d 在_p 眼_n 框泛_x 淚_n 是_v 怎樣_r ？_stop","前後 劇情 都 很悶 看 漫威 就是 為了 看 爽片 一直 在 眼 框泛 淚 是 怎樣","動作_冒險"
"Review_32","復仇者聯盟：終局之戰","Avengers: Endgame","2","看完以後覺的沒有之前的好看，真的只有後30分鐘好看，其他只能說硬拼出來的劇情。","看完_v 以後_f 覺_v 的_uj 沒有_v 之前的_n 好看_z ，_stop 真的_d 只有_c 後_n 30_m 分鐘_q 好看_z ，_stop 其他_r 只能_v 說_zg 硬拼_v 出來_x 的_uj 劇情_n 。_stop","看完 以後 覺 的 沒有 之前的 好看 真的 只有 後 30 分鐘 好看 其他 只能 說 硬拼 出來 的 劇情","動作_冒險"
"Review_33","復仇者聯盟：終局之戰","Avengers: Endgame","2","三小時片，只有精彩30分。怎麼有總虎頭蛇尾","三小時_x 片_q ，_stop 只有_c 精彩_z 30_m 分_v 。_stop 怎麼_x 有_v 總_zg 虎頭蛇尾_i","三小時 片 只有 精彩 30 分 怎麼 有 總 虎頭蛇尾","動作_冒險"
"Review_34","復仇者聯盟：終局之戰","Avengers: Endgame","1","看了評論只覺得漫威腦粉好恐怖= =  就單這電影來看 真的不好看  去除掉漫威的名號 大概就三流科幻片吧","看_v 了_ul 評論_n 只_d 覺得_v 漫威_n 腦粉_x 好_a 恐怖_a =_x  _x =_x  _x  _x 就_d 單_n 這_zg 電影_n 來看_u  _x 真的_d 不_d 好看_z  _x  _x 去_v 除掉_v 漫威_n 的_uj 名號_n  _x 大概_d 就_d 三流_n 科幻片_n 吧_y","看 了 評論 只 覺得 漫威 腦粉 好 恐怖 就 單 這 電影 來看 真的 不 好看 去 除掉 漫威 的 名號 大概 就 三流 科幻片","動作_冒險"
"Review_35","復仇者聯盟：終局之戰","Avengers: Endgame","1","沒有想像中的好看，劇情跳來跳去的，看到有種坐不住的感覺，真的有點後悔來看這部電影。","沒有_v 想像中_n 的_uj 好看_z ，_stop 劇情_n 跳來跳去_v 的_uj ，_stop 看到_v 有種_r 坐不住_v 的_uj 感覺_v ，_stop 真的_d 有點_d 後悔_z 來看_u 這部_r 電影_n 。_stop","沒有 想像中 的 好看 劇情 跳來跳去 的 看到 有種 坐不住 的 感覺 真的 有點 後悔 來看 這部 電影","動作_冒險"
"Review_36","復仇者聯盟：終局之戰","Avengers: Endgame","2","SOSO,終於結束了。。。。。","SOSO_eng ,_stop 終於_d 結束_v 了_ul 。_stop 。_stop 。_stop 。_stop 。_stop","SOSO 終於 結束 了","動作_冒險"
"Review_37","復仇者聯盟：終局之戰","Avengers: Endgame","1","超難看浪費我兩小時看到快睡著，後面才好看一點點。","超_v 難看_z 浪費_v 我_r 兩_x 小時_n 看到_v 快_z 睡著_x ，_stop 後面_n 才_d 好看_z 一點點_m 。_stop","超 難看 浪費 我 兩 小時 看到 快 睡著 後面 才 好看 一點點","動作_冒險"
"Review_38","復仇者聯盟：終局之戰","Avengers: Endgame","1","看到想睡覺⋯一直看手錶怎麼還不演完","看到_v 想_v 睡覺_v ⋯_stop 一直_d 看_v 手錶_n 怎麼_x 還不演_x 完_v","看到 想 睡覺 一直 看 手錶 怎麼 還不演 完","動作_冒險"
"Review_39","復仇者聯盟：終局之戰","Avengers: Endgame","1","真的難看 這種大概半小時的影片可以拍成三小時 應該是今年看過最難看的一部電影","真的_d 難看_z  _x 這種_n 大概_d 半_m 小時_n 的_uj 影片_n 可以_c 拍_v 成_n 三小時_x  _x 應該_d 是_v 今年_n 看過_v 最_d 難看_z 的_uj 一部_m 電影_n","真的 難看 這種 大概 半 小時 的 影片 可以 拍 成 三小時 應該 是 今年 看過 最 難看 的 一部 電影","動作_冒險"
"Review_40","復仇者聯盟：終局之戰","Avengers: Endgame","1","天啊，三小時前二個多小時不知道在幹嘛，講話講到會想睡覺，節奏緩慢，加入不少笑點，但很難笑，怎個跟上ㄧ集的風格天差地遠，很像雷神最難看的那一集，可以從拍嗎？大失望！","天_q 啊_y ，_stop 三小時_x 前_f 二個_m 多_m 小時_n 不知道_v 在_p 幹嘛_x ，_stop 講話_v 講到_v 會_x 想_v 睡覺_v ，_stop 節奏_n 緩慢_d ，_stop 加入_v 不少_d 笑點_n ，_stop 但_c 很_zg 難_x 笑_v ，_stop 怎個_r 跟上_f ㄧ_x 集_q 的_uj 風格_n 天差地遠_i ，_stop 很_zg 像_v 雷神_x 最_d 難看_z 的_uj 那_r 一集_m ，_stop 可以_c 從_zg 拍_v 嗎_y ？_stop 大_a 失望_z ！_stop","天 三小時 前 二個 多 小時 不知道 在 幹嘛 講話 講到 會 想 睡覺 節奏 緩慢 加入 不少 笑點 但 很 難 笑 怎個 跟上 ㄧ 集 的 風格 天差地遠 很 像 雷神 最 難看 的 那 一集 可以 從 拍 嗎 大 失望","動作_冒險"
"Review_41","復仇者聯盟：終局之戰","Avengers: Endgame","2","跟原先想不一樣.失望.科技片成親情片","跟_p 原先_d 想_v 不_d 一樣_r ._x 失望_z ._x 科技_x 片成_x 親情_n 片_q","跟 原先 想 不 一樣 失望 科技 片成 親情 片","動作_冒險"
"Review_42","復仇者聯盟：終局之戰","Avengers: Endgame","1","真的很難看，看到快睡著，跟驚奇隊長差不多，一大堆冗長的對白就算，節奏還非常慢，非常拖台錢的劇情，動作打鬥又很少，我知道有人會懷疑我根本沒看，即使如此我也不爆雷，你們自己去看就知道，要聽那些腦粉吹捧也沒差，反正浪費的是你們錢，你們儘管去買票吧，我也沒差。","真的_d 很_zg 難看_z ，_stop 看到_v 快_z 睡著_x ，_stop 跟_p 驚奇隊長_nz 差不多_l ，_stop 一大_x 堆_v 冗長_n 的_uj 對白_v 就算_c ，_stop 節奏_n 還_d 非常_d 慢_x ，_stop 非常_d 拖台_x 錢_n 的_uj 劇情_n ，_stop 動作_n 打鬥_v 又_d 很少_m ，_stop 我_r 知道_v 有人_v 會_x 懷疑_v 我_r 根本_d 沒看_v ，_stop 即使_c 如此_d 我_r 也_d 不_d 爆雷_v ，_stop 你們_x 自己_n 去_v 看_v 就_d 知道_v ，_stop 要_v 聽_v 那些_r 腦粉_x 吹捧_v 也_d 沒差_x ，_stop 反正_d 浪費_v 的_uj 是_v 你們_x 錢_n ，_stop 你們_x 儘管_x 去_v 買票_n 吧_y ，_stop 我_r 也_d 沒差_x 。_stop","真的 很 難看 看到 快 睡著 跟 驚奇隊長 差不多 一大 堆 冗長 的 對白 就算 節奏 還 非常 慢 非常 拖台 錢 的 劇情 動作 打鬥 又 很少 我 知道 有人 會 懷疑 我 根本 沒看 即使 如此 我 也 不 爆雷 你們 自己 去 看 就 知道 要 聽 那些 腦粉 吹捧 也 沒差 反正 浪費 的 是 你們 錢 你們 儘管 去 買票 我 也 沒差","動作_冒險"
"Review_43","復仇者聯盟：終局之戰","Avengers: Endgame","1","第一次看電影，一直在看時間，想知道什麼時候才演完⋯有好長一段時間，差點要睡著⋯⋯","第一次_n 看_v 電影_n ，_stop 一直_d 在_p 看_v 時間_n ，_stop 想_v 知道_v 什麼_x 時候_n 才_d 演完_x ⋯_stop 有_v 好長_x 一段_m 時間_n ，_stop 差點_n 要_v 睡著_x ⋯_stop ⋯_stop","第一次 看 電影 一直 在 看 時間 想 知道 什麼 時候 才 演完 有 好長 一段 時間 差點 要 睡著","動作_冒險"
"Review_44","復仇者聯盟：終局之戰","Avengers: Endgame","1","期待變失望...自己去電影院看吧","期待_z 變_zg 失望_z ._x ._x ._x 自己_n 去_v 電影院_n 看_v 吧_y","期待 變 失望 自己 去 電影院 看","動作_冒險"
